Name_common,target_name,point type,Name_common_year,Name_2018,Name_2019_x,Easting_2018_y,Northing_2018_y,Elevation_2018_y,H_Prec_Obs_2018_y,V_Prec_Obs_2018_y,Date_Obs_2018_y,Time_Obs_2018_y,Name_2019_y,Layer_2019,rebar_height_m_2019,Easting_2019_y,Northing_2019_y,Elevation_2019_y,Elevation_minus_rebar_m_2019,GlobalLati_2019,GlobalLong_2019,GlobalElli_2019,ElliHeight_minus_rebar_m_2019,LocalLatit_2019_y,LocalLongi_2019_y,LocalEllip_2019_y,ElliHeight_minus_Rebar_m_2019,H_Prec_Obs_2019_y,V_Prec_Obs_2019_y,Date_Obs_2019_y,Time_Obs_2019_y,Easting_2017,Northing_2017,Elevation_2017,LocalLatit_2017,LocalLongi_2017,LocalEllip_2017,H_Prec_Obs_2017,V_Prec_Obs_2017,Date_Obs_2017,Time_Obs_2017,Name_2017
t2_29,t2_29,gcp,t2_29_2018,t2_29,t2_29,442487.8384,7206307.927,195.784781,0.018308,0.022014,7/11/2018,4:32:10 PM,t2_29,Points,0.115,442488.3781,7206307.888,195.708274,195.593274,1.134041,-2.901061,200.676911,200.561911,64.975766,-166.218542,200.676997,200.561997,0.00583,0.006612,8/14/2019,4:51:39 PM,,,,,,,,,,,
t2_31,t2_31,gcp,t2_31_2018,t2_31,t2_31,442513.0149,7206455.855,189.793703,0.016616,0.020937,7/11/2018,4:40:53 PM,t2_31,Points,0,442513.1244,7206455.904,189.818406,189.818406,1.134064,-2.901053,194.785769,194.785769,64.977098,-166.218078,194.785855,194.785855,0.009394,0.009965,8/14/2019,3:27:27 PM,,,,,,,,,,,
t2_32,t2_32,gcp,t2_32_2018,t2_32,t2_32,442336.5229,7206522.071,242.438237,0.018246,0.02569,7/11/2018,4:58:29 PM,t2_32,Points,0.104775,442336.5422,7206522.092,242.490568,242.385793,1.134074,-2.901118,247.456843,247.352068,64.977661,-166.221845,247.456929,247.352154,0.01153,0.021123,8/11/2019,2:19:25 PM,,,,,,,,,,,
t2_33,t2_33,gcp,t2_33_2018,t2_33,t2_33,442461.2087,7206614.749,201.700337,0.025705,0.045509,7/11/2018,5:16:56 PM,t2_33,Points,0.130175,442461.2156,7206614.699,201.853313,201.723138,1.134089,-2.901073,206.819009,206.688834,64.978513,-166.219242,206.819095,206.68892,0.009838,0.0175,8/11/2019,2:29:06 PM,,,,,,,,,,,
t2_15,t2_15,gcp,t2_15_2018,t2_15,t2_15,443233.7554,7206491.224,72.648206,0.014326,0.017838,7/12/2018,4:36:42 PM,t2_15,Points,0.155,443233.7573,7206491.287,72.774234,72.619234,1.134072,-2.900787,77.743345,77.588345,64.977539,-166.202827,77.743431,77.588431,0.009965,0.015505,8/14/2019,2:09:34 PM,,,,,,,,,,,
t2_14,t2_14,gcp,t2_14_2018,t2_14,t2_14,443271.7512,7206610.476,77.455697,0.023674,0.030904,7/12/2018,4:42:16 PM,t2_14,Points,0.23,443271.7618,7206610.37,77.65171,77.42171,1.134091,-2.900773,82.619443,82.389443,64.978614,-166.20207,82.619529,82.389529,0.005972,0.006967,8/12/2019,1:34:48 PM,,,,,,,,,,,
t2_13,t2_13,gcp,t2_13_2018,t2_13,t2_13,443282.4285,7206721.738,99.897379,0.018854,0.028686,7/12/2018,5:33:00 PM,t2_13,Points,0.11,443282.5814,7206721.658,99.817037,99.707037,1.134108,-2.90077,104.783343,104.673343,64.979614,-166.201885,104.783429,104.673429,0.00828,0.012051,8/14/2019,1:53:55 PM,,,,,,,,,,,
t2_12,t2_12,gcp,t2_12_2018,t2_12,t2_12,443157.7626,7206638.86,99.228519,0.022,0.031218,7/12/2018,5:37:59 PM,t2_12,Points,0.015,443157.8682,7206638.752,99.372087,99.357087,1.134095,-2.900816,104.338996,104.323996,64.978849,-166.204494,104.339082,104.324082,0.008838,0.013838,8/14/2019,1:59:49 PM,,,,,,,,,,,
t2_11,t2_11,gcp,t2_11_2018,t2_11,t2_11,443131.2517,7206759.13,133.109625,0.027999,0.0361,7/12/2018,5:45:12 PM,t2_11,Points,0.105,443131.2802,7206759.096,133.212035,133.107035,1.134114,-2.900826,138.177334,138.072334,64.979924,-166.205106,138.17742,138.07242,0.006577,0.008933,8/14/2019,1:46:11 PM,,,,,,,,,,,
t2_ex1,t2_ex1,gcp_ex,t2_ex1_2018,t2_ex1,t2_ex1,442830.4183,7205579.128,75.049784,0.017387,0.028216,7/13/2018,5:07:12 PM,t2_ex1,Points,0.145,442830.4641,7205579.089,75.003142,74.858142,1.133928,-2.900929,79.978627,79.833627,64.969287,-166.211,79.978713,79.833713,0.006757,0.007562,8/16/2019,12:14:05 PM,,,,,,,,,,,
t2_ex2,t2_ex2,gcp_ex,t2_ex2_2018,t2_ex2,t2_ex2,442756.716,7205595.112,82.900023,0.018931,0.032789,7/13/2018,5:11:46 PM,t2_ex2,Points,0.085,442756.7185,7205594.991,82.707062,82.622062,1.13393,-2.900957,87.681738,87.596738,64.969417,-166.212568,87.681824,87.596824,0.007904,0.010777,8/16/2019,1:51:12 PM,,,,,,,,,,,
t2_ex3,t2_ex3,gcp_ex,t2_ex3_2018,t2_ex3,t2_ex3,442686.9633,7205635.38,98.909996,0.023672,0.045432,7/13/2018,5:16:06 PM,t2_ex3,Points,0.08,442687.1734,7205635.212,98.688771,98.608771,1.133936,-2.900983,103.662476,103.582476,64.969765,-166.214057,103.662562,103.582562,0.008526,0.012502,8/16/2019,1:55:03 PM,,,,,,,,,,,
t2_ex4,t2_ex4,gcp_ex,t2_ex4_2018,t2_ex4,t2_ex4,442577.4268,7205674.084,131.122456,0.027219,0.051452,7/13/2018,5:21:06 PM,t2_ex4,Points,0.07,442577.4709,7205674.062,131.043587,130.973587,1.133942,-2.901023,136.016158,135.946158,64.970095,-166.216396,136.016244,135.946244,0.007882,0.008978,8/16/2019,1:22:29 PM,,,,,,,,,,,
t2_ex5,t2_ex5,gcp_ex,t2_ex5_2018,t2_ex5,t2_ex5,442560.7377,7205594.25,131.646748,0.02917,0.051807,7/13/2018,5:27:59 PM,t2_ex5,Points,0.055,442560.7063,7205594.178,131.629744,131.574744,1.13393,-2.901029,136.603,136.548,64.969375,-166.216719,136.603086,136.548086,0.007793,0.008757,8/16/2019,1:16:49 PM,,,,,,,,,,,
t2_ex6,t2_ex6,gcp_ex,t2_ex6_2018,t2_ex6,t2_ex6,442519.6839,7205505.099,129.345736,0.042527,0.055859,7/13/2018,5:35:32 PM,t2_ex6,Points,0.145,442519.8894,7205504.988,129.214984,129.069984,1.133915,-2.901043,134.18886,134.04386,64.968568,-166.217547,134.188946,134.043946,0.008034,0.008905,8/16/2019,12:57:41 PM,,,,,,,,,,,
t2_ex8,t2_ex8,gcp_ex,t2_ex8_2018,t2_ex8,t2_ex8,442694.1341,7205578.448,89.854766,0.025451,0.030197,7/13/2018,5:44:52 PM,t2_ex8,Points,0.115,442694.3384,7205578.322,89.685899,89.570899,1.133927,-2.90098,94.660262,94.545262,64.969256,-166.213882,94.660348,94.545348,0.007408,0.009862,8/16/2019,1:46:23 PM,,,,,,,,,,,
t2_ex9,t2_ex9,gcp_ex,t2_ex9_2018,t2_ex9,t2_ex9,442744.4894,7205495.299,80.991931,0.017989,0.020631,7/13/2018,5:52:01 PM,t2_ex9,Points,0.105,442744.5787,7205495.24,80.88233,80.77733,1.133915,-2.90096,85.858012,85.753012,64.96852,-166.212785,85.858098,85.753098,0.007149,0.007917,8/16/2019,12:44:54 PM,,,,,,,,,,,
t2_ex10,t2_ex10,gcp_ex,t2_ex10_2018,t2_ex10,t2_ex10,442794.2136,7205488.466,73.284216,0.018025,0.020263,7/13/2018,5:55:10 PM,t2_ex10,Points,0.06,442794.2852,7205488.389,73.191099,73.131099,1.133914,-2.900942,78.167301,78.107301,64.968467,-166.211729,78.167387,78.107387,0.007917,0.008799,8/16/2019,12:31:01 PM,,,,,,,,,,,
