Name_common,target_name,point type,Name_common_year,Name_2018,Name_2019_x,Easting_2018_y,Northing_2018_y,Elevation_2018_y,H_Prec_Obs_2018_y,V_Prec_Obs_2018_y,Date_Obs_2018_y,Time_Obs_2018_y,Name_2019_y,Layer_2019,rebar_height_m_2019,Easting_2019_y,Northing_2019_y,Elevation_2019_y,Elevation_minus_rebar_m_2019,GlobalLati_2019,GlobalLong_2019,GlobalElli_2019,ElliHeight_minus_rebar_m_2019,LocalLatit_2019_y,LocalLongi_2019_y,LocalEllip_2019_y,ElliHeight_minus_Rebar_m_2019,H_Prec_Obs_2019_y,V_Prec_Obs_2019_y,Date_Obs_2019_y,Time_Obs_2019_y,Easting_2017,Northing_2017,Elevation_2017,LocalLatit_2017,LocalLongi_2017,LocalEllip_2017,H_Prec_Obs_2017,V_Prec_Obs_2017,Date_Obs_2017,Time_Obs_2017,Name_2017
fglb2b_lr,Target 2B,lobe,fglb2b_lr_2018,fglb2_back_br,fglb2b_lr,443004.1872,7206679.283,121.640767,0.013484,0.015821,7/12/2018,1:42:09 PM,fglb2b_lr,Points,0,443004.1691,7206679.227,121.669766,121.669766,1.134101,-2.900873,126.635699,126.635699,64.979186,-166.207766,126.635785,126.635785,0.00554,0.006741,8/10/2019,4:14:47 PM,443004.2021,7206679.334,121.71573,64.979186,-166.207766,126.681748,0.01579,0.020717,6/28/2017,7:58:03 PM,tr47 fglb2b lr
fglb2b_ul,Target 2B,lobe,fglb2b_ul_2018,lfglb2_back_tl,fglb2b_ul,443003.4847,7206679.644,121.628076,0.013074,0.015391,7/12/2018,1:43:55 PM,fglb2b_ul,Points,0,443003.5111,7206679.622,121.635088,121.635088,1.134101,-2.900873,126.601014,126.601014,64.979189,-166.20778,126.6011,126.6011,0.005217,0.00637,8/10/2019,4:16:49 PM,443003.496,7206679.69,121.680328,64.97919,-166.207781,126.646339,0.015818,0.020827,6/28/2017,7:57:02 PM,tr47 fglb2b ul
fglb2b_ur,Target 2B,lobe,fglb2b_ur_2018,fglb2_back_tr,fglb2b_ur,443004.1084,7206679.747,121.665089,0.012696,0.014975,7/12/2018,1:44:37 PM,fglb2b_ur,Points,0,443004.1293,7206679.709,121.674777,121.674777,1.134101,-2.900873,126.640704,126.640704,64.97919,-166.207767,126.64079,126.64079,0.005497,0.006651,8/10/2019,4:09:51 PM,443004.1143,7206679.82,121.724783,64.979191,-166.207768,126.690794,0.015506,0.020372,6/28/2017,7:57:30 PM,tr47 fglb2b ur
fglb2f_ll,Target 2F,lobe,fglb2f_ll_2018,fglb2_front_bl,fglb2f_ll,443004.0642,7206655.021,115.847531,0.011721,0.013928,7/12/2018,1:39:33 PM,fglb2f_ll,Points,0,443004.0789,7206655.033,115.872787,115.872787,1.134097,-2.900873,120.839009,120.839009,64.978968,-166.207758,120.839095,120.839095,0.005681,0.006766,8/10/2019,4:03:18 PM,443004.0734,7206655.101,115.8855,64.978969,-166.207759,120.851807,0.017226,0.027065,6/28/2017,7:35:16 PM,tr47 fglb2f ll
fglb2f_lr,Target 2F,lobe,fglb2f_lr_2018,fglb2_front_br,fglb2f_lr,443004.675,7206655.201,115.780994,0.011886,0.014114,7/12/2018,1:38:54 PM,fglb2f_lr,Points,0,443004.6745,7206655.237,115.785654,115.785654,1.134097,-2.900872,120.751875,120.751875,64.97897,-166.207746,120.751961,120.751961,0.005634,0.00679,8/10/2019,4:05:15 PM,443004.6583,7206655.265,115.8722,64.978971,-166.207746,120.838506,0.017284,0.027272,6/28/2017,7:34:22 PM,tr47 fglb2f lr
fglb2f_ul,Target 2F,lobe,fglb2f_ul_2018,fglb2_front_tl,fglb2f_ul,443003.9534,7206655.484,116.001998,0.012116,0.014373,7/12/2018,1:36:46 PM,fglb2f_ul,Points,0,443003.9619,7206655.491,115.980116,115.980116,1.134097,-2.900873,120.946333,120.946333,64.978973,-166.207761,120.946419,120.946419,0.005774,0.006786,8/10/2019,4:01:26 PM,443003.9641,7206655.536,116.040317,64.978973,-166.207761,121.006619,0.017503,0.030465,6/28/2017,7:33:18 PM,tr47 fglb2f ul
bm2_cl,Target BM2,lobe,bm2_cl_2018,fglb_bm1_cl,bm2_rl,443032.4654,7206635.628,108.912798,0.012036,0.014227,7/12/2018,4:15:18 PM,bm2_cl,Points,0.18415,443032.5297,7206635.609,108.875116,108.690966,1.134094,-2.900862,113.841652,113.657502,64.978799,-166.207148,113.841738,113.657588,0.005943,0.006638,8/10/2019,3:52:09 PM,443032.5154,7206635.705,109.184019,64.9788,-166.207148,114.150639,0.015851,0.027013,6/28/2017,7:27:23 PM,tr47 bm2 cl
bm2_cr,Target BM2,lobe,bm2_cr_2018,fglb_bm1_cr,bm2_rr,443032.8418,7206635.676,108.989132,0.011913,0.014104,7/12/2018,4:14:48 PM,bm2_cr,Points,0.254,443032.9544,7206635.631,108.987038,108.733038,1.134094,-2.900862,113.953574,113.699574,64.978799,-166.207139,113.95366,113.69966,0.006078,0.006746,8/10/2019,3:50:55 PM,443032.8487,7206635.79,109.191073,64.978801,-166.207141,114.157693,0.01584,0.02692,6/28/2017,7:27:42 PM,tr47 bm2 cr
bm2_ll,Target BM2,lobe,bm2_ll_2018,fglb_bm1_bl,bm2_ll,443032.3986,7206635.366,108.563362,0.012123,0.01437,7/12/2018,4:13:48 PM,bm2_ll,Points,0,443032.4655,7206635.351,108.490272,108.490272,1.134094,-2.900862,113.45681,113.45681,64.978797,-166.207149,113.456896,113.456896,0.006376,0.007195,8/10/2019,3:48:09 PM,443032.4114,7206635.434,108.901701,64.978798,-166.20715,113.868324,0.016174,0.027636,6/28/2017,7:26:54 PM,tr47 bm2 ll
bm2_lr,Target BM2,lobe,bm2_lr_2018,fglb_bm1_br,bm2_lr,443033.0186,7206635.516,108.615573,0.011934,0.014116,7/12/2018,4:14:17 PM,bm2_lr,Points,0,443033.0732,7206635.459,108.487321,108.487321,1.134094,-2.900862,113.45386,113.45386,64.978798,-166.207136,113.453946,113.453946,0.006214,0.007069,8/10/2019,3:49:33 PM,443033.0182,7206635.623,108.947319,64.978799,-166.207138,113.913942,0.015764,0.027,6/28/2017,7:26:35 PM,tr47 bm2 lr
bm2_ul,Target BM2,lobe,bm2_ul_2018,fglb_bm1_tl,bm2_ul,443032.289,7206635.832,108.593072,0.012384,0.014743,7/12/2018,4:12:58 PM,bm2_ul,Points,0,443032.3664,7206635.785,108.526102,108.526102,1.134094,-2.900862,113.492635,113.492635,64.978801,-166.207151,113.492721,113.492721,0.006488,0.007215,8/10/2019,3:47:05 PM,443032.2974,7206635.874,108.94145,64.978801,-166.207153,113.908068,0.016481,0.028581,6/28/2017,7:25:33 PM,tr47 bm2 tl
bm2_ur,Target BM2,lobe,bm2_ur_2018,fglb_bm1_tr,bm2_ur,443032.894,7206635.97,108.731343,0.013144,0.015702,7/12/2018,4:12:17 PM,bm2_ur,Points,0,443032.9877,7206635.861,108.607976,108.607976,1.134094,-2.900862,113.57451,113.57451,64.978801,-166.207138,113.574596,113.574596,0.006823,0.007608,8/10/2019,3:46:04 PM,443032.9104,7206636.072,108.991615,64.978803,-166.20714,113.958232,0.016246,0.028059,6/28/2017,7:26:07 PM,tr47 bm2 ur
fglb1b_ll,Target 1B,lobe,fglb1b_ll_2018,fglb1_back_bl,fglb1b_ll,443052.1002,7206593.778,99.958415,0.012592,0.014915,7/12/2018,4:18:01 PM,fglb1b_ll,Points,0,443052.1157,7206593.778,99.827813,99.827813,1.134087,-2.900854,104.794914,104.794914,64.978427,-166.206716,104.795,104.795,0.006295,0.01106,8/10/2019,2:22:38 PM,443052.0746,7206593.847,100.020812,64.978428,-166.206717,104.987998,0.012051,0.014474,6/27/2017,3:32:02 PM,Tr47 fglb1b ll
fglb1b_lr,Target 1B,lobe,fglb1b_lr_2018,fglb1_back_br,fglb1b_lr,443052.5593,7206593.904,99.979596,0.012257,0.01443,7/12/2018,4:18:33 PM,fglb1b_lr,Points,0,443052.5183,7206593.842,99.871366,99.871366,1.134088,-2.900854,104.838468,104.838468,64.978428,-166.206708,104.838554,104.838554,0.006002,0.010456,8/10/2019,2:20:48 PM,443052.5385,7206593.982,100.044453,64.978429,-166.206707,105.011638,0.012082,0.014508,6/27/2017,3:31:40 PM,Tr47 fglb1b lr
fglb1b_ul,Target 1B,lobe,fglb1b_ul_2018,fglb1_back_tl,fglb1b_ul,443051.9336,7206594.394,99.987889,0.013324,0.015719,7/12/2018,4:16:59 PM,fglb1b_ul,Points,0,443051.9871,7206594.297,99.834662,99.834662,1.134088,-2.900854,104.801757,104.801757,64.978432,-166.206719,104.801843,104.801843,0.005676,0.009315,8/10/2019,2:19:29 PM,443051.9522,7206594.453,100.040715,64.978433,-166.20672,105.007893,0.012097,0.014586,6/27/2017,3:30:44 PM,Tr47 fglb1b ul
fglb1b_ur,Target 1B,lobe,fglb1b_ur_2018,fglb1_back_tr,fglb1b_ur,443052.4105,7206594.497,100.019564,0.012922,0.015232,7/12/2018,4:17:28 PM,fglb1b_ur,Points,0,443052.3795,7206594.397,99.858692,99.858692,1.134088,-2.900854,104.825786,104.825786,64.978433,-166.206711,104.825872,104.825872,0.005427,0.008285,8/10/2019,2:18:11 PM,443052.3957,7206594.555,100.07249,64.978434,-166.20671,105.039669,0.012355,0.014643,6/27/2017,3:31:15 PM,Tr47 fglb1b ur
fglb1s_ll,Target 1S,lobe,fglb1s_ll_2018,fglb1_side_bl,fglb1s_ll,443057.4867,7206574.202,96.707587,0.012855,0.015153,7/12/2018,4:20:41 PM,fglb1s_ll,Points,0,443057.4821,7206574.164,96.582437,96.582437,1.134084,-2.900852,101.549793,101.549793,64.978252,-166.206594,101.549879,101.549879,0.005988,0.006872,8/10/2019,2:48:17 PM,443057.4731,7206574.252,96.772763,64.978253,-166.206595,101.740203,0.011945,0.014256,6/27/2017,3:29:00 PM,Tr47 fglb1s ll
fglb1s_lr,Target 1S,lobe,fglb1s_lr_2018,fglb1_side_br,fglb1s_lr,443057.9532,7206574.192,96.655157,0.012806,0.01507,7/12/2018,4:21:14 PM,fglb1s_lr,Points,0,443057.9404,7206574.138,96.546149,96.546149,1.134084,-2.900852,101.513507,101.513507,64.978252,-166.206585,101.513593,101.513593,0.006029,0.0071,8/10/2019,2:47:06 PM,443057.9071,7206574.273,96.707819,64.978253,-166.206585,101.675261,0.011928,0.014239,6/27/2017,3:28:38 PM,Tr47 fglb1s lr
fglb1s_ul,Target 1S,lobe,fglb1s_ul_2018,fglb1_side_tl,fglb1s_ul,443057.5004,7206574.842,96.811436,0.013937,0.016361,7/12/2018,4:19:42 PM,fglb1s_ul,Points,0,443057.4764,7206574.768,96.677325,96.677325,1.134085,-2.900852,101.644673,101.644673,64.978258,-166.206595,101.644759,101.644759,0.006114,0.007265,8/10/2019,2:46:04 PM,443057.456,7206574.892,96.855467,64.978259,-166.206595,101.8229,0.011798,0.014086,6/27/2017,3:27:40 PM,Tr47 fglb1s ul
fglb1s_ur,Target 1S,lobe,fglb1s_ur_2018,fglb1_side_tr,fglb1s_ur,443057.9652,7206574.807,96.802789,0.012922,0.015252,7/12/2018,4:20:12 PM,fglb1s_ur,Points,0,443057.9525,7206574.733,96.709063,96.709063,1.134085,-2.900852,101.676414,101.676414,64.978257,-166.206585,101.6765,101.6765,0.00648,0.008923,8/10/2019,2:38:03 PM,443057.9099,7206574.892,96.85362,64.978259,-166.206586,101.821055,0.0117,0.013974,6/27/2017,3:28:07 PM,Tr47 fglb1s ur
fglb1m_ll,Target 1M,lobe,fglb1m_ll_2018,fglb1_mid_bl,fglb1m_ll,443057.0449,7206554.972,93.227691,0.013735,0.0162,7/12/2018,4:24:39 PM,fglb1m_ll,Points,0,443057.1242,7206554.855,92.999663,92.999663,1.134081,-2.900852,97.967251,97.967251,64.978079,-166.206594,97.967337,97.967337,0.005765,0.005582,8/10/2019,3:15:34 PM,443057.0201,7206555.108,93.253321,64.978081,-166.206597,98.220991,0.011744,0.013974,6/27/2017,3:26:12 PM,Tr47 fglb1m ll
fglb1m_lr,Target 1M,lobe,fglb1m_lr_2018,fglb1_mid_br,fglb1m_lr,443057.6091,7206555.277,93.194656,0.014099,0.016636,7/12/2018,4:24:08 PM,fglb1m_lr,Points,0,443057.6719,7206555.135,92.965538,92.965538,1.134081,-2.900852,97.933125,97.933125,64.978081,-166.206583,97.933211,97.933211,0.005851,0.005675,8/10/2019,3:17:50 PM,443057.5891,7206555.39,93.245678,64.978084,-166.206585,98.213347,0.011721,0.013952,6/27/2017,3:25:43 PM,Tr47 fglb1m lr
fglb1m_ul,Target 1M,lobe,fglb1m_ul_2018,fglb1_mid_tl,fglb1m_ul,443056.8565,7206555.433,93.286633,0.014257,0.016848,7/12/2018,4:23:28 PM,fglb1m_ul,Points,0,443056.9189,7206555.255,93.061534,93.061534,1.134081,-2.900852,98.029116,98.029116,64.978082,-166.206599,98.029202,98.029202,0.005729,0.00555,8/10/2019,3:14:19 PM,443056.7915,7206555.531,93.284831,64.978085,-166.206602,98.252495,0.011624,0.013889,6/27/2017,3:24:45 PM,Tr47 fglb1m ul
fglb1m_ur,Target 1M,lobe,fglb1m_ur_2018,fglb1_mid_tr,fglb1m_ur,443057.4301,7206555.694,93.312311,0.014208,0.016855,7/12/2018,4:22:40 PM,fglb1m_ur,Points,0,443057.469,7206555.545,93.113711,93.113711,1.134082,-2.900852,98.081292,98.081292,64.978085,-166.206587,98.081378,98.081378,0.00583,0.005652,8/10/2019,3:13:14 PM,443057.3541,7206555.806,93.32926,64.978087,-166.20659,98.296923,0.011719,0.01396,6/27/2017,3:25:18 PM,Tr47 fglb1m ur
fglb1f_ll,Target 1F,lobe,fglb1f_ll_2018,fglb1_front_bl,fglb1f_ll,443060.6242,7206546.823,91.634524,0.013603,0.016065,7/12/2018,4:26:41 PM,fglb1f_ll,Points,0,443060.6228,7206546.68,91.390377,91.390377,1.13408,-2.900851,96.358076,96.358076,64.978006,-166.206517,96.358162,96.358162,0.005851,0.005773,8/10/2019,3:27:47 PM,443060.5496,7206546.96,91.754034,64.978009,-166.206518,96.721815,0.011564,0.013769,6/27/2017,3:23:43 PM,Tr47 fglb1f dl
fglb1f_lr,Target 1F,lobe,fglb1f_lr_2018,fglb1_front_br,fglb1f_lr,443061.2237,7206546.746,91.620766,0.013476,0.015916,7/12/2018,4:27:16 PM,fglb1f_lr,Points,0,443061.2312,7206546.595,91.38343,91.38343,1.13408,-2.900851,96.351131,96.351131,64.978005,-166.206504,96.351217,96.351217,0.005957,0.005985,8/10/2019,3:30:06 PM,443061.2204,7206546.831,91.734876,64.978008,-166.206504,96.70266,0.011787,0.014039,6/27/2017,3:23:10 PM,Tr47 fglb1f dr
fglb1f_ul,Target 1F,lobe,fglb1f_ul_2018,fglb1_front_tl,fglb1f_ul,443060.6915,7206547.319,91.732229,0.014059,0.016619,7/12/2018,4:25:35 PM,fglb1f_ul,Points,0,443060.7046,7206547.161,91.489688,91.489688,1.13408,-2.900851,96.457381,96.457381,64.97801,-166.206515,96.457467,96.457467,0.005953,0.005814,8/10/2019,3:26:21 PM,443060.66,7206547.45,91.82844,64.978013,-166.206516,96.796215,0.011762,0.01405,6/27/2017,3:20:50 PM,Tr47 fglb1f ul
fglb1f_ur,Target 1F,lobe,fglb1f_ur_2018,fglb1_front_tr,fglb1f_ur,443061.3118,7206547.203,91.648826,0.013602,0.016074,7/12/2018,4:26:04 PM,fglb1f_ur,Points,0,443061.3246,7206547.04,91.440327,91.440327,1.13408,-2.900851,96.408024,96.408024,64.978009,-166.206502,96.40811,96.40811,0.005799,0.005875,8/10/2019,3:31:07 PM,443061.2837,7206547.334,91.755171,64.978012,-166.206503,96.72295,0.011588,0.013811,6/27/2017,3:22:35 PM,Tr47 fglb1f ur
bm1_cl,Target BM1,lobe,bm1_cl_2018,fglb1_bm0_cl,bm1_rl,443096.464,7206476.601,81.946274,0.011101,0.013425,7/12/2018,4:32:14 PM,bm1_cl,Points,0.295,443096.505,7206476.584,81.971412,81.676412,1.134069,-2.900837,86.940096,86.645096,64.977383,-166.205728,86.940182,86.645182,0.008279,0.008427,8/15/2019,2:35:27 PM,443096.4588,7206476.653,81.873951,64.977384,-166.205729,86.84272,0.013734,0.018271,6/27/2017,2:47:07 PM,Tr47 bm1 l rebar
bm1_cr,Target BM1,lobe,bm1_cr_2018,fglb1_bm0_cr,bm1_rr,443096.8132,7206476.693,81.957874,0.011157,0.013474,7/12/2018,4:31:43 PM,bm1_cr,Points,0.325,443096.8472,7206476.684,81.990058,81.665058,1.134069,-2.900837,86.958743,86.633743,64.977384,-166.205721,86.958829,86.633829,0.008526,0.008842,8/15/2019,2:34:21 PM,443096.8075,7206476.723,81.894229,64.977385,-166.205722,86.862999,0.013562,0.018046,6/27/2017,2:47:39 PM,Tr47 bm1 r rebas
bm1_ll,Target BM1,lobe,bm1_ll_2018,fglb1_bm0_bl,bm1_ll,443096.3745,7206476.368,81.613747,0.010778,0.012987,7/12/2018,4:30:40 PM,bm1_ll,Points,0,443096.4168,7206476.362,81.566954,81.566954,1.134069,-2.900837,86.53564,86.53564,64.977381,-166.20573,86.535726,86.535726,0.008705,0.009304,8/15/2019,2:31:14 PM,443096.379,7206476.387,81.666495,64.977382,-166.205731,86.635267,0.013968,0.018518,6/27/2017,2:46:31 PM,Tr47 bm1 ll
bm1_lr,Target BM1,lobe,bm1_lr_2018,fglb1_bm0_br,bm1_lr,443096.9798,7206476.49,81.596183,0.01083,0.013044,7/12/2018,4:31:09 PM,bm1_lr,Points,0,443096.9996,7206476.48,81.551658,81.551658,1.134069,-2.900837,86.520345,86.520345,64.977383,-166.205718,86.520431,86.520431,0.008349,0.008842,8/15/2019,2:32:04 PM,443096.9851,7206476.539,81.646997,64.977383,-166.205718,86.61577,0.013793,0.018317,6/27/2017,2:45:51 PM,Tr47 bm1 lr
bm1_ul,Target BM1,lobe,bm1_ul_2018,fglb1_bm0_tl,bm1_ul,443096.2811,7206476.82,81.610566,0.012869,0.015643,7/12/2018,4:29:37 PM,bm1_ul,Points,0,443096.299,7206476.82,81.581751,81.581751,1.134069,-2.900837,86.550431,86.550431,64.977386,-166.205733,86.550517,86.550517,0.008688,0.009583,8/15/2019,2:29:18 PM,443096.2648,7206476.862,81.665293,64.977386,-166.205734,86.634058,0.014111,0.018809,6/27/2017,2:44:37 PM,Tr47 bm1 ul
bm1_ur,Target BM1,lobe,bm1_ur_2018,fglb1_bm0_tr,bm1_ur,443096.9015,7206476.956,81.647603,0.013021,0.015798,7/12/2018,4:30:09 PM,bm1_ur,Points,0,443096.9199,7206476.932,81.614953,81.614953,1.134069,-2.900837,86.583635,86.583635,64.977387,-166.20572,86.583721,86.583721,0.007678,0.008874,8/15/2019,2:27:00 PM,443096.8833,7206476.983,81.693344,64.977387,-166.205721,86.662111,0.014077,0.018722,6/27/2017,2:45:16 PM,Tr47 bm1 ur
t2_0,t2_0,gcp,t2_0_2018,t2_0,t2_0,442944.1392,7206602.568,106.954955,0.013128,0.014212,7/10/2018,6:33:30 PM,t2_0,Points,0.2111375,442944.2524,7206602.408,106.94195,106.7308125,1.134089,-2.900894,111.909033,111.6978955,64.978486,-166.209005,111.909119,111.6979815,0.005635,0.006716,8/10/2019,4:31:31 PM,,,,,,,,,,,
t2_1,t2_1,gcp,t2_1_2018,t2_1,t2_1,442843.7842,7206588.877,108.011783,0.013787,0.015389,7/10/2018,6:37:48 PM,t2_1,Points,0.095,442843.8113,7206588.893,108.113142,108.018142,1.134086,-2.900931,113.080098,112.985098,64.978348,-166.211127,113.080184,112.985184,0.007557,0.008937,8/11/2019,6:10:20 PM,,,,,,,,,,,
t2_2,t2_2,gcp,t2_2_2018,t2_2,t2_2,442797.6193,7206758.429,143.103999,0.014617,0.018337,7/10/2018,6:44:36 PM,t2_2,Points,0.0889,442797.6581,7206758.411,143.099549,143.010649,1.134113,-2.90095,148.064525,147.975625,64.97986,-166.212173,148.064611,147.975711,0.006372,0.007334,8/10/2019,7:35:03 PM,,,,,,,,,,,
t2_5,t2_5,gcp,t2_5_2018,t2_5,t2_5,442798.7681,7206923.631,193.46117,0.018588,0.023858,7/10/2018,6:55:48 PM,t2_5,Points,0.127,442798.8089,7206923.615,193.539648,193.412648,1.134138,-2.90095,198.502746,198.375746,64.981343,-166.212216,198.502832,198.375832,0.005218,0.005761,8/11/2019,1:11:00 PM,,,,,,,,,,,
t2_4,t2_4,gcp,t2_4_2018,t2_4,t2_4,442960.223,7206931.674,195.664581,0.021584,0.027875,7/10/2018,7:00:17 PM,t2_4,Points,0.15875,442960.2087,7206931.616,195.800771,195.642021,1.13414,-2.900891,200.764035,200.605285,64.981442,-166.2088,200.764121,200.605371,0.007469,0.008957,8/10/2019,6:01:26 PM,,,,,,,,,,,
t2_9,t2_9,gcp,t2_9_2018,t2_9,t2_9,442632.6596,7207075.169,241.760839,0.016604,0.0221,7/10/2018,7:39:42 PM,t2_9,Points,0.09525,442632.6872,7207075.174,241.812835,241.717585,1.134162,-2.901013,246.773893,246.678643,64.982674,-166.215797,246.773979,246.678729,0.00702,0.008084,8/11/2019,1:26:26 PM,,,,,,,,,,,
t2_7,t2_7,gcp,t2_7_2018,t2_7,t2_7,442510.6674,7207045.767,252.344018,0.016333,0.021605,7/10/2018,7:52:31 PM,t2_7,Points,0.1524,442510.6989,7207045.727,252.365007,252.212607,1.134157,-2.901058,257.326196,257.173796,64.982388,-166.21837,257.326282,257.173882,0.00781,0.009773,8/11/2019,1:48:38 PM,,,,,,,,,,,
t2_8,t2_8,gcp,t2_8_2018,t2_8,t2_8,442452.4725,7206940.489,244.29113,0.020258,0.026429,7/10/2018,7:57:26 PM,t2_8,Points,0.073025,442452.5504,7206940.437,244.183136,244.110111,1.13414,-2.901079,249.145403,249.072378,64.981434,-166.219559,249.145489,249.072464,0.007979,0.010149,8/11/2019,1:54:30 PM,,,,,,,,,,,
t2_6,t2_6,gcp,t2_6_2018,t2_6,t2_6,442639.3141,7206931.592,201.813741,0.021298,0.02718,7/10/2018,8:07:39 PM,t2_6,Points,0.085725,442639.3615,7206931.623,201.81678,201.731055,1.134139,-2.901009,206.779504,206.693779,64.981387,-166.215597,206.77959,206.693865,0.007049,0.008391,8/11/2019,1:34:23 PM,,,,,,,,,,,
t2_3,t2_3,gcp,t2_3_2018,t2_3,t2_3,442954.0026,7206769.017,148.153502,0.019736,0.023539,7/10/2018,8:17:50 PM,t2_3,Points,0.079375,442954.0525,7206769.014,148.195026,148.115651,1.134115,-2.900892,153.160213,153.080838,64.979982,-166.208864,153.160299,153.080924,0.008071,0.009388,8/10/2019,5:46:28 PM,,,,,,,,,,,
t2_23,t2_23,gcp,t2_23_2018,t2_23,t2_23,442949.4384,7206290.271,90.784431,0.016223,0.021374,7/11/2018,2:38:35 PM,t2_23,Points,0.2,442949.4679,7206290.255,90.964003,90.764003,1.13404,-2.90089,95.934544,95.734544,64.975687,-166.208768,95.93463,95.73463,0.006021,0.007199,8/15/2019,4:15:02 PM,,,,,,,,,,,
t2_21,t2_21,gcp,t2_21_2018,t2_21,t2_21,443078.9939,7206388.471,79.228079,0.01653,0.021204,7/11/2018,2:46:37 PM,t2_21,Points,0.14,443078.9896,7206388.471,79.364633,79.224633,1.134055,-2.900843,84.334305,84.194305,64.97659,-166.206064,84.334391,84.194391,0.008377,0.009097,8/15/2019,5:00:02 PM,,,,,,,,,,,
t2_16,t2_16,gcp,t2_16_2018,t2_16,t2_16,443232.9379,7206352.867,71.862737,0.016982,0.020688,7/11/2018,2:51:19 PM,t2_16,Points,0.125,443232.9883,7206352.862,72.019793,71.894793,1.13405,-2.900786,76.99068,76.86568,64.976297,-166.202787,76.990766,76.865766,0.007856,0.008673,8/15/2019,4:49:15 PM,,,,,,,,,,,
t2_17,t2_17,gcp,t2_17_2018,t2_17,t2_17,443204.1494,7206260.514,69.62561,0.017263,0.020852,7/11/2018,2:54:48 PM,t2_17,Points,0.115,443204.0909,7206260.535,69.697908,69.582908,1.134036,-2.900796,74.6698,74.5548,64.975464,-166.203362,74.669886,74.554886,0.007811,0.008725,8/15/2019,4:44:36 PM,,,,,,,,,,,
t2_18,t2_18,gcp,t2_18_2018,t2_18,t2_18,443191.9344,7206139.978,65.069637,0.017886,0.021281,7/11/2018,2:59:25 PM,t2_18,Points,0.22,443192.0101,7206139.989,65.004044,64.784044,1.134017,-2.9008,69.975914,69.755914,64.97438,-166.20357,69.976,69.756,0.007686,0.00869,8/15/2019,4:37:01 PM,,,,,,,,,,,
t2_19,t2_19,gcp,t2_19_2018,t2_19,t2_19,443037.6025,7206128.089,76.817291,0.018673,0.023452,7/11/2018,3:06:25 PM,t2_19,Points,0.19,443037.7137,7206128.112,76.998728,76.808728,1.134015,-2.900856,81.969559,81.779559,64.974247,-166.206833,81.969645,81.779645,0.007046,0.00823,8/15/2019,4:23:43 PM,,,,,,,,,,,
t2_20,t2_20,gcp,t2_20_2018,t2_20,t2_20,443121.3706,7206286.689,74.028917,0.01866,0.024476,7/11/2018,3:12:44 PM,t2_20,Points,0.175,443121.3456,7206286.671,74.154235,73.979235,1.13404,-2.900827,79.125338,78.950338,64.975684,-166.205125,79.125424,78.950424,0.008335,0.009082,8/15/2019,4:54:32 PM,,,,,,,,,,,
t2_24,t2_24,gcp,t2_24_2018,t2_24,t2_24,442834.5917,7206149.508,102.144146,0.021829,0.028721,7/11/2018,3:23:23 PM,t2_24,Points,0.11,442834.6733,7206149.439,101.973874,101.863874,1.134017,-2.900932,106.943226,106.833226,64.974404,-166.211142,106.943312,106.833312,0.007619,0.00833,8/14/2019,5:10:16 PM,,,,,,,,,,,
t2_25,t2_25,gcp,t2_25_2018,t2_25,t2_25,442803.8019,7206281.527,116.277705,0.021862,0.028957,7/11/2018,3:28:53 PM,t2_25,Points,0.1,442803.9366,7206281.495,116.303079,116.203079,1.134038,-2.900944,121.273102,121.173102,64.975583,-166.211847,121.273188,121.173188,0.007582,0.008415,8/14/2019,5:15:45 PM,,,,,,,,,,,
t2_26,t2_26,gcp,t2_26_2018,t2_26,t2_26,442794.445,7206440.226,118.667456,0.024914,0.034482,7/11/2018,3:33:27 PM,t2_26,Points,0.1,442794.5718,7206440.226,118.662793,118.562793,1.134063,-2.900949,123.631176,123.531176,64.977006,-166.21211,123.631262,123.531262,0.007487,0.008069,8/14/2019,5:21:26 PM,,,,,,,,,,,
t2_27,t2_27,gcp,t2_27_2018,t2_27,t2_27,442741.5213,7206557.184,123.797319,0.02025,0.023135,7/11/2018,4:04:14 PM,t2_27,Points,0.095,442741.5791,7206557.187,123.843471,123.748471,1.134081,-2.900969,128.810481,128.715481,64.978046,-166.21328,128.810567,128.715567,0.009384,0.00896,8/14/2019,3:05:51 PM,,,,,,,,,,,
t2_28,t2_28,gcp,t2_28_2018,t2_28,t2_28,442624.1342,7206443.006,159.415511,0.017025,0.019879,7/11/2018,4:13:49 PM,t2_28,Points,0,442624.3149,7206443.015,159.446226,159.446226,1.134063,-2.901012,164.41404,164.41404,64.977001,-166.215717,164.414126,164.414126,0.009092,0.009717,8/14/2019,3:20:35 PM,,,,,,,,,,,
t2_30,t2_30,gcp,t2_30_2018,t2_30,t2_30,442609.1954,7206235.799,153.986094,0.019045,0.022338,7/11/2018,4:23:38 PM,t2_30,Points,0.1,442609.2422,7206235.827,154.089109,153.989109,1.13403,-2.901016,159.058804,158.958804,64.97514,-166.215952,159.05889,158.95889,0.006693,0.007447,8/14/2019,5:00:12 PM,,,,,,,,,,,
